root 3rd 5th 7th 9th 11th 13th name dissonance
9 2 3 2 0 0 0 "Am #5 maj7" 2
9 2 3 2 0 0 2 "Am #5 maj7 13" 7
9 2 3 2 0 1 0 "Am #5 maj7 11" 5
9 2 3 2 0 1 2 "Am #5 maj7 11 13" 10
9 2 3 2 1 0 0 "Am #5 maj7 b9" 6
9 2 3 2 1 0 2 "Am #5 maj7 b9 13" 11
9 2 3 2 1 1 0 "Am #5 maj7 b9 11" 9
9 2 3 2 1 1 2 "Am #5 maj7 b9 11 13" 14
9 2 3 2 2 0 0 "Am #5 maj7 9" 7
9 2 3 2 2 0 2 "Am #5 maj7 9 13" 12
9 2 3 2 2 1 0 "Am #5 maj7 9 11" 10
9 2 3 2 2 1 2 "Am #5 maj7 9 11 13" 15
9 3 1 0 0 0 0 "A b5" 3
9 3 1 0 0 0 1 "A b5 b13" 4
9 3 1 0 0 0 2 "A b5 13" 3
9 3 1 0 0 1 0 "A b5 11" 7
9 3 1 0 0 1 1 "A b5 11 b13" 8
9 3 1 0 0 1 2 "A b5 11 13" 7
9 3 1 0 1 0 0 "A b5 b9" 5
9 3 1 0 1 0 1 "A b5 b9 b13" 6
9 3 1 0 1 0 2 "A b5 b9 13" 5
9 3 1 0 1 1 0 "A b5 b9 11" 9
9 3 1 0 1 1 1 "A b5 b9 11 b13" 10
9 3 1 0 1 1 2 "A b5 b9 11 13" 9
9 3 1 0 2 0 0 "A b5 9" 5
9 3 1 0 2 0 1 "A b5 9 b13" 8
9 3 1 0 2 0 2 "A b5 9 13" 5
9 3 1 0 2 1 0 "A b5 9 11" 9
9 3 1 0 2 1 1 "A b5 9 11 b13" 12
9 3 1 0 2 1 2 "A b5 9 11 13" 9
9 3 1 0 3 0 0 "A b5 #9" 5
9 3 1 0 3 0 1 "A b5 #9 b13" 6
9 3 1 0 3 0 2 "A b5 #9 13" 7
9 3 1 0 3 1 0 "A b5 #9 11" 10
9 3 1 0 3 1 1 "A b5 #9 11 b13" 11
9 3 1 0 3 1 2 "A b5 #9 11 13" 12
9 3 1 1 0 0 0 "A b5 7" 6
9 3 1 1 0 0 1 "A b5 7 b13" 8
9 3 1 1 0 0 2 "A b5 7 13" 8
9 3 1 1 0 1 0 "A b5 7 11" 10
9 3 1 1 0 1 1 "A b5 7 11 b13" 12
9 3 1 1 0 1 2 "A b5 7 11 13" 12
9 3 1 1 1 0 0 "A b5 7 b9" 8
9 3 1 1 1 0 1 "A b5 7 b9 b13" 10
9 3 1 1 1 0 2 "A b5 7 b9 13" 10
9 3 1 1 1 1 0 "A b5 7 b9 11" 12
9 3 1 1 1 1 1 "A b5 7 b9 11 b13" 14
9 3 1 1 1 1 2 "A b5 7 b9 11 13" 14
9 3 1 1 2 0 0 "A b5 7 9" 8
9 3 1 1 2 0 1 "A b5 7 9 b13" 12
9 3 1 1 2 0 2 "A b5 7 9 13" 10
9 3 1 1 2 1 0 "A b5 7 9 11" 12
9 3 1 1 2 1 1 "A b5 7 9 11 b13" 16
9 3 1 1 2 1 2 "A b5 7 9 11 13" 14
9 3 1 1 3 0 0 "A b5 7 #9" 8
9 3 1 1 3 0 1 "A b5 7 #9 b13" 10
9 3 1 1 3 0 2 "A b5 7 #9 13" 12
9 3 1 1 3 1 0 "A b5 7 #9 11" 13
9 3 1 1 3 1 1 "A b5 7 #9 11 b13" 15
9 3 1 1 3 1 2 "A b5 7 #9 11 13" 17
9 3 1 2 0 0 0 "A b5 maj7" 5
9 3 1 2 0 0 1 "A b5 maj7 b13" 6
9 3 1 2 0 0 2 "A b5 maj7 13" 6
9 3 1 2 0 1 0 "A b5 maj7 11" 11
9 3 1 2 0 1 1 "A b5 maj7 11 b13" 12
9 3 1 2 0 1 2 "A b5 maj7 11 13" 12
9 3 1 2 1 0 0 "A b5 maj7 b9" 8
9 3 1 2 1 0 1 "A b5 maj7 b9 b13" 9
9 3 1 2 1 0 2 "A b5 maj7 b9 13" 9
9 3 1 2 1 1 0 "A b5 maj7 b9 11" 14
9 3 1 2 1 1 1 "A b5 maj7 b9 11 b13" 15
9 3 1 2 1 1 2 "A b5 maj7 b9 11 13" 15
9 3 1 2 2 0 0 "A b5 maj7 9" 7
9 3 1 2 2 0 1 "A b5 maj7 9 b13" 10
9 3 1 2 2 0 2 "A b5 maj7 9 13" 8
9 3 1 2 2 1 0 "A b5 maj7 9 11" 13
9 3 1 2 2 1 1 "A b5 maj7 9 11 b13" 16
9 3 1 2 2 1 2 "A b5 maj7 9 11 13" 14
9 3 1 2 3 0 0 "A b5 maj7 #9" 7
9 3 1 2 3 0 1 "A b5 maj7 #9 b13" 8
9 3 1 2 3 0 2 "A b5 maj7 #9 13" 10
9 3 1 2 3 1 0 "A b5 maj7 #9 11" 14
9 3 1 2 3 1 1 "A b5 maj7 #9 11 b13" 15
9 3 1 2 3 1 2 "A b5 maj7 #9 11 13" 17
9 3 2 0 0 0 0 A 0
9 3 2 0 0 0 1 "A b13" 2
9 3 2 0 0 0 2 "A 13" 1
9 3 2 0 0 1 0 "A 11" 3
9 3 2 0 0 1 1 "A 11 b13" 5
9 3 2 0 0 1 2 "A 11 13" 4
9 3 2 0 0 2 0 "A #11" 5
9 3 2 0 0 2 1 "A #11 b13" 8
9 3 2 0 0 2 2 "A #11 13" 6
9 3 2 0 1 0 0 "A b9" 4
9 3 2 0 1 0 1 "A b9 b13" 6
9 3 2 0 1 0 2 "A b9 13" 5
9 3 2 0 1 1 0 "A b9 11" 7
9 3 2 0 1 1 1 "A b9 11 b13" 9
9 3 2 0 1 1 2 "A b9 11 13" 8
9 3 2 0 1 2 0 "A b9 #11" 9
9 3 2 0 1 2 1 "A b9 #11 b13" 12
9 3 2 0 1 2 2 "A b9 #11 13" 10
9 3 2 0 2 0 0 "A 9" 2
9 3 2 0 2 0 1 "A 9 b13" 6
9 3 2 0 2 0 2 "A 9 13" 3
9 3 2 0 2 1 0 "A 9 11" 5
9 3 2 0 2 1 1 "A 9 11 b13" 9
9 3 2 0 2 1 2 "A 9 11 13" 6
9 3 2 0 2 2 0 "A 9 #11" 7
9 3 2 0 2 2 1 "A 9 #11 b13" 12
9 3 2 0 2 2 2 "A 9 #11 13" 8
9 3 2 0 3 0 0 "A #9" 2
9 3 2 0 3 0 1 "A #9 b13" 4
9 3 2 0 3 0 2 "A #9 13" 5
9 3 2 0 3 1 0 "A #9 11" 6
9 3 2 0 3 1 1 "A #9 11 b13" 8
9 3 2 0 3 1 2 "A #9 11 13" 9
9 3 2 0 3 2 0 "A #9 #11" 7
9 3 2 0 3 2 1 "A #9 #11 b13" 10
9 3 2 0 3 2 2 "A #9 #11 13" 10
9 3 2 1 0 0 0 "A 7" 3
9 3 2 1 0 0 1 "A 7 b13" 6
9 3 2 1 0 0 2 "A 7 13" 6
9 3 2 1 0 1 0 "A 7 11" 6
9 3 2 1 0 1 1 "A 7 11 b13" 9
9 3 2 1 0 1 2 "A 7 11 13" 9
9 3 2 1 0 2 0 "A 7 #11" 8
9 3 2 1 0 2 1 "A 7 #11 b13" 12
9 3 2 1 0 2 2 "A 7 #11 13" 11
9 3 2 1 1 0 0 "A 7 b9" 7
9 3 2 1 1 0 1 "A 7 b9 b13" 10
9 3 2 1 1 0 2 "A 7 b9 13" 10
9 3 2 1 1 1 0 "A 7 b9 11" 10
9 3 2 1 1 1 1 "A 7 b9 11 b13" 13
9 3 2 1 1 1 2 "A 7 b9 11 13" 13
9 3 2 1 1 2 0 "A 7 b9 #11" 12
9 3 2 1 1 2 1 "A 7 b9 #11 b13" 16
9 3 2 1 1 2 2 "A 7 b9 #11 13" 15
9 3 2 1 2 0 0 "A 7 9" 5
9 3 2 1 2 0 1 "A 7 9 b13" 10
9 3 2 1 2 0 2 "A 7 9 13" 8
9 3 2 1 2 1 0 "A 7 9 11" 8
9 3 2 1 2 1 1 "A 7 9 11 b13" 13
9 3 2 1 2 1 2 "A 7 9 11 13" 11
9 3 2 1 2 2 0 "A 7 9 #11" 10
9 3 2 1 2 2 1 "A 7 9 #11 b13" 16
9 3 2 1 2 2 2 "A 7 9 #11 13" 13
9 3 2 1 3 0 0 "A 7 #9" 5
9 3 2 1 3 0 1 "A 7 #9 b13" 8
9 3 2 1 3 0 2 "A 7 #9 13" 10
9 3 2 1 3 1 0 "A 7 #9 11" 9
9 3 2 1 3 1 1 "A 7 #9 11 b13" 12
9 3 2 1 3 1 2 "A 7 #9 11 13" 14
9 3 2 1 3 2 0 "A 7 #9 #11" 10
9 3 2 1 3 2 1 "A 7 #9 #11 b13" 14
9 3 2 1 3 2 2 "A 7 #9 #11 13" 15
9 3 2 2 0 0 0 "A maj7" 2
9 3 2 2 0 0 1 "A maj7 b13" 4
9 3 2 2 0 0 2 "A maj7 13" 4
9 3 2 2 0 1 0 "A maj7 11" 7
9 3 2 2 0 1 1 "A maj7 11 b13" 9
9 3 2 2 0 1 2 "A maj7 11 13" 9
9 3 2 2 0 2 0 "A maj7 #11" 7
9 3 2 2 0 2 1 "A maj7 #11 b13" 10
9 3 2 2 0 2 2 "A maj7 #11 13" 9
9 3 2 2 1 0 0 "A maj7 b9" 7
9 3 2 2 1 0 1 "A maj7 b9 b13" 9
9 3 2 2 1 0 2 "A maj7 b9 13" 9
9 3 2 2 1 1 0 "A maj7 b9 11" 12
9 3 2 2 1 1 1 "A maj7 b9 11 b13" 14
9 3 2 2 1 1 2 "A maj7 b9 11 13" 14
9 3 2 2 1 2 0 "A maj7 b9 #11" 12
9 3 2 2 1 2 1 "A maj7 b9 #11 b13" 15
9 3 2 2 1 2 2 "A maj7 b9 #11 13" 14
9 3 2 2 2 0 0 "A maj7 9" 4
9 3 2 2 2 0 1 "A maj7 9 b13" 8
9 3 2 2 2 0 2 "A maj7 9 13" 6
9 3 2 2 2 1 0 "A maj7 9 11" 9
9 3 2 2 2 1 1 "A maj7 9 11 b13" 13
9 3 2 2 2 1 2 "A maj7 9 11 13" 11
9 3 2 2 2 2 0 "A maj7 9 #11" 9
9 3 2 2 2 2 1 "A maj7 9 #11 b13" 14
9 3 2 2 2 2 2 "A maj7 9 #11 13" 11
9 3 2 2 3 0 0 "A maj7 #9" 4
9 3 2 2 3 0 1 "A maj7 #9 b13" 6
9 3 2 2 3 0 2 "A maj7 #9 13" 8
9 3 2 2 3 1 0 "A maj7 #9 11" 10
9 3 2 2 3 1 1 "A maj7 #9 11 b13" 12
9 3 2 2 3 1 2 "A maj7 #9 11 13" 14
9 3 2 2 3 2 0 "A maj7 #9 #11" 9
9 3 2 2 3 2 1 "A maj7 #9 #11 b13" 12
9 3 2 2 3 2 2 "A maj7 #9 #11 13" 13
9 3 3 0 0 0 0 "A #5" 1
9 3 3 0 0 0 2 "A #5 13" 3
9 3 3 0 0 1 0 "A #5 11" 3
9 3 3 0 0 1 2 "A #5 11 13" 5
9 3 3 0 1 0 0 "A #5 b9" 3
9 3 3 0 1 0 2 "A #5 b9 13" 5
9 3 3 0 1 1 0 "A #5 b9 11" 5
9 3 3 0 1 1 2 "A #5 b9 11 13" 7
9 3 3 0 2 0 0 "A #5 9" 5
9 3 3 0 2 0 2 "A #5 9 13" 7
9 3 3 0 2 1 0 "A #5 9 11" 7
9 3 3 0 2 1 2 "A #5 9 11 13" 9
9 3 3 0 3 0 0 "A #5 #9" 3
9 3 3 0 3 0 2 "A #5 #9 13" 7
9 3 3 0 3 1 0 "A #5 #9 11" 6
9 3 3 0 3 1 2 "A #5 #9 11 13" 10
9 3 3 1 0 0 0 "A #5 7" 5
9 3 3 1 0 0 2 "A #5 7 13" 9
9 3 3 1 0 1 0 "A #5 7 11" 7
9 3 3 1 0 1 2 "A #5 7 11 13" 11
9 3 3 1 1 0 0 "A #5 7 b9" 7
9 3 3 1 1 0 2 "A #5 7 b9 13" 11
9 3 3 1 1 1 0 "A #5 7 b9 11" 9
9 3 3 1 1 1 2 "A #5 7 b9 11 13" 13
9 3 3 1 2 0 0 "A #5 7 9" 9
9 3 3 1 2 0 2 "A #5 7 9 13" 13
9 3 3 1 2 1 0 "A #5 7 9 11" 11
9 3 3 1 2 1 2 "A #5 7 9 11 13" 15
9 3 3 1 3 0 0 "A #5 7 #9" 7
9 3 3 1 3 0 2 "A #5 7 #9 13" 13
9 3 3 1 3 1 0 "A #5 7 #9 11" 10
9 3 3 1 3 1 2 "A #5 7 #9 11 13" 16
9 3 3 2 0 0 0 "A #5 maj7" 3
9 3 3 2 0 0 2 "A #5 maj7 13" 6
9 3 3 2 0 1 0 "A #5 maj7 11" 7
9 3 3 2 0 1 2 "A #5 maj7 11 13" 10
9 3 3 2 1 0 0 "A #5 maj7 b9" 6
9 3 3 2 1 0 2 "A #5 maj7 b9 13" 9
9 3 3 2 1 1 0 "A #5 maj7 b9 11" 10
9 3 3 2 1 1 2 "A #5 maj7 b9 11 13" 13
9 3 3 2 2 0 0 "A #5 maj7 9" 7
9 3 3 2 2 0 2 "A #5 maj7 9 13" 10
9 3 3 2 2 1 0 "A #5 maj7 9 11" 11
9 3 3 2 2 1 2 "A #5 maj7 9 11 13" 14
9 3 3 2 3 0 0 "A #5 maj7 #9" 5
9 3 3 2 3 0 2 "A #5 maj7 #9 13" 10
9 3 3 2 3 1 0 "A #5 maj7 #9 11" 10
9 3 3 2 3 1 2 "A #5 maj7 #9 11 13" 15
9 4 1 0 0 0 0 "Asus4 b5" 4
9 4 1 0 0 0 1 "Asus4 b5 b13" 5
9 4 1 0 0 0 2 "Asus4 b5 13" 4
9 4 1 0 1 0 0 "Asus4 b5 b9" 6
9 4 1 0 1 0 1 "Asus4 b5 b9 b13" 7
9 4 1 0 1 0 2 "Asus4 b5 b9 13" 6
9 4 1 1 0 0 0 "Asus4 b5 7" 5
9 4 1 1 0 0 1 "Asus4 b5 7 b13" 7
9 4 1 1 0 0 2 "Asus4 b5 7 13" 7
9 4 1 1 1 0 0 "Asus4 b5 7 b9" 7
9 4 1 1 1 0 1 "Asus4 b5 7 b9 b13" 9
9 4 1 1 1 0 2 "Asus4 b5 7 b9 13" 9
9 4 1 2 0 0 0 "Asus4 b5 maj7" 8
9 4 1 2 0 0 1 "Asus4 b5 maj7 b13" 9
9 4 1 2 0 0 2 "Asus4 b5 maj7 13" 9
9 4 1 2 1 0 0 "Asus4 b5 maj7 b9" 11
9 4 1 2 1 0 1 "Asus4 b5 maj7 b9 b13" 12
9 4 1 2 1 0 2 "Asus4 b5 maj7 b9 13" 12
9 4 2 0 0 0 0 Asus4 1
9 4 2 0 0 0 1 "Asus4 b13" 3
9 4 2 0 0 0 2 "Asus4 13" 2
9 4 2 0 0 2 0 "Asus4 #11" 7
9 4 2 0 0 2 1 "Asus4 #11 b13" 10
9 4 2 0 0 2 2 "Asus4 #11 13" 8
9 4 2 0 1 0 0 "Asus4 b9" 5
9 4 2 0 1 0 1 "Asus4 b9 b13" 7
9 4 2 0 1 0 2 "Asus4 b9 13" 6
9 4 2 0 1 2 0 "Asus4 b9 #11" 11
9 4 2 0 1 2 1 "Asus4 b9 #11 b13" 14
9 4 2 0 1 2 2 "Asus4 b9 #11 13" 12
9 4 2 1 0 0 0 "Asus4 7" 2
9 4 2 1 0 0 1 "Asus4 7 b13" 5
9 4 2 1 0 0 2 "Asus4 7 13" 5
9 4 2 1 0 2 0 "Asus4 7 #11" 8
9 4 2 1 0 2 1 "Asus4 7 #11 b13" 12
9 4 2 1 0 2 2 "Asus4 7 #11 13" 11
9 4 2 1 1 0 0 "Asus4 7 b9" 6
9 4 2 1 1 0 1 "Asus4 7 b9 b13" 9
9 4 2 1 1 0 2 "Asus4 7 b9 13" 9
9 4 2 1 1 2 0 "Asus4 7 b9 #11" 12
9 4 2 1 1 2 1 "Asus4 7 b9 #11 b13" 16
9 4 2 1 1 2 2 "Asus4 7 b9 #11 13" 15
9 4 2 2 0 0 0 "Asus4 maj7" 5
9 4 2 2 0 0 1 "Asus4 maj7 b13" 7
9 4 2 2 0 0 2 "Asus4 maj7 13" 7
9 4 2 2 0 2 0 "Asus4 maj7 #11" 11
9 4 2 2 0 2 1 "Asus4 maj7 #11 b13" 14
9 4 2 2 0 2 2 "Asus4 maj7 #11 13" 13
9 4 2 2 1 0 0 "Asus4 maj7 b9" 10
9 4 2 2 1 0 1 "Asus4 maj7 b9 b13" 12
9 4 2 2 1 0 2 "Asus4 maj7 b9 13" 12
9 4 2 2 1 2 0 "Asus4 maj7 b9 #11" 16
9 4 2 2 1 2 1 "Asus4 maj7 b9 #11 b13" 19
9 4 2 2 1 2 2 "Asus4 maj7 b9 #11 13" 18
9 4 3 0 0 0 0 "Asus4 #5" 0
9 4 3 0 0 0 2 "Asus4 #5 13" 2
9 4 3 0 1 0 0 "Asus4 #5 b9" 2
9 4 3 0 1 0 2 "Asus4 #5 b9 13" 4
9 4 3 1 0 0 0 "Asus4 #5 7" 2
9 4 3 1 0 0 2 "Asus4 #5 7 13" 6
9 4 3 1 1 0 0 "Asus4 #5 7 b9" 4
9 4 3 1 1 0 2 "Asus4 #5 7 b9 13" 8
9 4 3 2 0 0 0 "Asus4 #5 maj7" 4
9 4 3 2 0 0 2 "Asus4 #5 maj7 13" 7
9 4 3 2 1 0 0 "Asus4 #5 maj7 b9" 7
9 4 3 2 1 0 2 "Asus4 #5 maj7 b9 13" 10
10 1 1 0 0 0 0 "Bbsus2 b5" 3
10 1 1 0 0 0 1 "Bbsus2 b5 b13" 6
10 1 1 0 0 0 2 "Bbsus2 b5 13" 3
10 1 1 0 0 1 0 "Bbsus2 b5 11" 5
10 1 1 0 0 1 1 "Bbsus2 b5 11 b13" 8
10 1 1 0 0 1 2 "Bbsus2 b5 11 13" 5
10 1 1 0 1 0 0 "Bbsus2 b5 b9" 7
10 1 1 0 1 0 1 "Bbsus2 b5 b9 b13" 10
10 1 1 0 1 0 2 "Bbsus2 b5 b9 13" 7
10 1 1 0 1 1 0 "Bbsus2 b5 b9 11" 9
10 1 1 0 1 1 1 "Bbsus2 b5 b9 11 b13" 12
10 1 1 0 1 1 2 "Bbsus2 b5 b9 11 13" 9
10 1 1 1 0 0 0 "Bbsus2 b5 7" 4
10 1 1 1 0 0 1 "Bbsus2 b5 7 b13" 8
10 1 1 1 0 0 2 "Bbsus2 b5 7 13" 6
10 1 1 1 0 1 0 "Bbsus2 b5 7 11" 6
10 1 1 1 0 1 1 "Bbsus2 b5 7 11 b13" 10
10 1 1 1 0 1 2 "Bbsus2 b5 7 11 13" 8
10 1 1 1 1 0 0 "Bbsus2 b5 7 b9" 8
10 1 1 1 1 0 1 "Bbsus2 b5 7 b9 b13" 12
10 1 1 1 1 0 2 "Bbsus2 b5 7 b9 13" 10
10 1 1 1 1 1 0 "Bbsus2 b5 7 b9 11" 10
10 1 1 1 1 1 1 "Bbsus2 b5 7 b9 11 b13" 14
10 1 1 1 1 1 2 "Bbsus2 b5 7 b9 11 13" 12
10 1 1 2 0 0 0 "Bbsus2 b5 maj7" 5
10 1 1 2 0 0 1 "Bbsus2 b5 maj7 b13" 8
10 1 1 2 0 0 2 "Bbsus2 b5 maj7 13" 6
10 1 1 2 0 1 0 "Bbsus2 b5 maj7 11" 9
10 1 1 2 0 1 1 "Bbsus2 b5 maj7 11 b13" 12
10 1 1 2 0 1 2 "Bbsus2 b5 maj7 11 13" 10
10 1 1 2 1 0 0 "Bbsus2 b5 maj7 b9" 10
10 1 1 2 1 0 1 "Bbsus2 b5 maj7 b9 b13" 13
10 1 1 2 1 0 2 "Bbsus2 b5 maj7 b9 13" 11
10 1 1 2 1 1 0 "Bbsus2 b5 maj7 b9 11" 14
10 1 1 2 1 1 1 "Bbsus2 b5 maj7 b9 11 b13" 17
10 1 1 2 1 1 2 "Bbsus2 b5 maj7 b9 11 13" 15
10 1 2 0 0 0 0 Bbsus2 1
10 1 2 0 0 0 1 "Bbsus2 b13" 5
10 1 2 0 0 0 2 "Bbsus2 13" 2
10 1 2 0 0 1 0 "Bbsus2 11" 2
10 1 2 0 0 1 1 "Bbsus2 11 b13" 6
10 1 2 0 0 1 2 "Bbsus2 11 13" 3
10 1 2 0 0 2 0 "Bbsus2 #11" 5
10 1 2 0 0 2 1 "Bbsus2 #11 b13" 10
10 1 2 0 0 2 2 "Bbsus2 #11 13" 6
10 1 2 0 1 0 0 "Bbsus2 b9" 7
10 1 2 0 1 0 1 "Bbsus2 b9 b13" 11
10 1 2 0 1 0 2 "Bbsus2 b9 13" 8
10 1 2 0 1 1 0 "Bbsus2 b9 11" 8
10 1 2 0 1 1 1 "Bbsus2 b9 11 b13" 12
10 1 2 0 1 1 2 "Bbsus2 b9 11 13" 9
10 1 2 0 1 2 0 "Bbsus2 b9 #11" 11
10 1 2 0 1 2 1 "Bbsus2 b9 #11 b13" 16
10 1 2 0 1 2 2 "Bbsus2 b9 #11 13" 12
10 1 2 1 0 0 0 "Bbsus2 7" 2
10 1 2 1 0 0 1 "Bbsus2 7 b13" 7
10 1 2 1 0 0 2 "Bbsus2 7 13" 5
10 1 2 1 0 1 0 "Bbsus2 7 11" 3
10 1 2 1 0 1 1 "Bbsus2 7 11 b13" 8
10 1 2 1 0 1 2 "Bbsus2 7 11 13" 6
10 1 2 1 0 2 0 "Bbsus2 7 #11" 6
10 1 2 1 0 2 1 "Bbsus2 7 #11 b13" 12
10 1 2 1 0 2 2 "Bbsus2 7 #11 13" 9
10 1 2 1 1 0 0 "Bbsus2 7 b9" 8
10 1 2 1 1 0 1 "Bbsus2 7 b9 b13" 13
10 1 2 1 1 0 2 "Bbsus2 7 b9 13" 11
10 1 2 1 1 1 0 "Bbsus2 7 b9 11" 9
10 1 2 1 1 1 1 "Bbsus2 7 b9 11 b13" 14
10 1 2 1 1 1 2 "Bbsus2 7 b9 11 13" 12
10 1 2 1 1 2 0 "Bbsus2 7 b9 #11" 12
10 1 2 1 1 2 1 "Bbsus2 7 b9 #11 b13" 18
10 1 2 1 1 2 2 "Bbsus2 7 b9 #11 13" 15
10 1 2 2 0 0 0 "Bbsus2 maj7" 3
10 1 2 2 0 0 1 "Bbsus2 maj7 b13" 7
10 1 2 2 0 0 2 "Bbsus2 maj7 13" 5
10 1 2 2 0 1 0 "Bbsus2 maj7 11" 6
10 1 2 2 0 1 1 "Bbsus2 maj7 11 b13" 10
10 1 2 2 0 1 2 "Bbsus2 maj7 11 13" 8
10 1 2 2 0 2 0 "Bbsus2 maj7 #11" 7
10 1 2 2 0 2 1 "Bbsus2 maj7 #11 b13" 12
10 1 2 2 0 2 2 "Bbsus2 maj7 #11 13" 9
10 1 2 2 1 0 0 "Bbsus2 maj7 b9" 10
10 1 2 2 1 0 1 "Bbsus2 maj7 b9 b13" 14
10 1 2 2 1 0 2 "Bbsus2 maj7 b9 13" 12
10 1 2 2 1 1 0 "Bbsus2 maj7 b9 11" 13
10 1 2 2 1 1 1 "Bbsus2 maj7 b9 11 b13" 17
10 1 2 2 1 1 2 "Bbsus2 maj7 b9 11 13" 15
10 1 2 2 1 2 0 "Bbsus2 maj7 b9 #11" 14
10 1 2 2 1 2 1 "Bbsus2 maj7 b9 #11 b13" 19
10 1 2 2 1 2 2 "Bbsus2 maj7 b9 #11 13" 16
10 1 3 0 0 0 0 "Bbsus2 #5" 3
10 1 3 0 0 0 2 "Bbsus2 #5 13" 5
10 1 3 0 0 1 0 "Bbsus2 #5 11" 3
10 1 3 0 0 1 2 "Bbsus2 #5 11 13" 5
10 1 3 0 1 0 0 "Bbsus2 #5 b9" 7
10 1 3 0 1 0 2 "Bbsus2 #5 b9 13" 9
10 1 3 0 1 1 0 "Bbsus2 #5 b9 11" 7
10 1 3 0 1 1 2 "Bbsus2 #5 b9 11 13" 9
10 1 3 1 0 0 0 "Bbsus2 #5 7" 5
10 1 3 1 0 0 2 "Bbsus2 #5 7 13" 9
10 1 3 1 0 1 0 "Bbsus2 #5 7 11" 5
10 1 3 1 0 1 2 "Bbsus2 #5 7 11 13" 9
10 1 3 1 1 0 0 "Bbsus2 #5 7 b9" 9
10 1 3 1 1 0 2 "Bbsus2 #5 7 b9 13" 13
10 1 3 1 1 1 0 "Bbsus2 #5 7 b9 11" 9
10 1 3 1 1 1 2 "Bbsus2 #5 7 b9 11 13" 13
10 1 3 2 0 0 0 "Bbsus2 #5 maj7" 5
10 1 3 2 0 0 2 "Bbsus2 #5 maj7 13" 8
10 1 3 2 0 1 0 "Bbsus2 #5 maj7 11" 7
10 1 3 2 0 1 2 "Bbsus2 #5 maj7 11 13" 10
10 1 3 2 1 0 0 "Bbsus2 #5 maj7 b9" 10
10 1 3 2 1 0 2 "Bbsus2 #5 maj7 b9 13" 13
10 1 3 2 1 1 0 "Bbsus2 #5 maj7 b9 11" 12
10 1 3 2 1 1 2 "Bbsus2 #5 maj7 b9 11 13" 15
10 2 1 0 0 0 0 "Bbm b5" 2
10 2 1 0 0 0 1 "Bbm b5 b13" 3
10 2 1 0 0 0 2 "Bbm b5 13" 4
10 2 1 0 0 1 0 "Bbm b5 11" 5
10 2 1 0 0 1 1 "Bbm b5 11 b13" 6
10 2 1 0 0 1 2 "Bbm b5 11 13" 7
10 2 1 0 1 0 0 "Bbm b5 b9" 5
10 2 1 0 1 0 1 "Bbm b5 b9 b13" 6
10 2 1 0 1 0 2 "Bbm b5 b9 13" 7
10 2 1 0 1 1 0 "Bbm b5 b9 11" 8
10 2 1 0 1 1 1 "Bbm b5 b9 11 b13" 9
10 2 1 0 1 1 2 "Bbm b5 b9 11 13" 10
10 2 1 0 2 0 0 "Bbm b5 9" 5
10 2 1 0 2 0 1 "Bbm b5 9 b13" 8
10 2 1 0 2 0 2 "Bbm b5 9 13" 7
10 2 1 0 2 1 0 "Bbm b5 9 11" 8
10 2 1 0 2 1 1 "Bbm b5 9 11 b13" 11
10 2 1 0 2 1 2 "Bbm b5 9 11 13" 10
10 2 1 1 0 0 0 "Bbm b5 7" 3
10 2 1 1 0 0 1 "Bbm b5 7 b13" 5
10 2 1 1 0 0 2 "Bbm b5 7 13" 7
10 2 1 1 0 1 0 "Bbm b5 7 11" 6
10 2 1 1 0 1 1 "Bbm b5 7 11 b13" 8
10 2 1 1 0 1 2 "Bbm b5 7 11 13" 10
10 2 1 1 1 0 0 "Bbm b5 7 b9" 6
10 2 1 1 1 0 1 "Bbm b5 7 b9 b13" 8
10 2 1 1 1 0 2 "Bbm b5 7 b9 13" 10
10 2 1 1 1 1 0 "Bbm b5 7 b9 11" 9
10 2 1 1 1 1 1 "Bbm b5 7 b9 11 b13" 11
10 2 1 1 1 1 2 "Bbm b5 7 b9 11 13" 13
10 2 1 1 2 0 0 "Bbm b5 7 9" 6
10 2 1 1 2 0 1 "Bbm b5 7 9 b13" 10
10 2 1 1 2 0 2 "Bbm b5 7 9 13" 10
10 2 1 1 2 1 0 "Bbm b5 7 9 11" 9
10 2 1 1 2 1 1 "Bbm b5 7 9 11 b13" 13
10 2 1 1 2 1 2 "Bbm b5 7 9 11 13" 13
10 2 1 2 0 0 0 "Bbm b5 maj7" 4
10 2 1 2 0 0 1 "Bbm b5 maj7 b13" 5
10 2 1 2 0 0 2 "Bbm b5 maj7 13" 7
10 2 1 2 0 1 0 "Bbm b5 maj7 11" 9
10 2 1 2 0 1 1 "Bbm b5 maj7 11 b13" 10
10 2 1 2 0 1 2 "Bbm b5 maj7 11 13" 12
10 2 1 2 1 0 0 "Bbm b5 maj7 b9" 8
10 2 1 2 1 0 1 "Bbm b5 maj7 b9 b13" 9
10 2 1 2 1 0 2 "Bbm b5 maj7 b9 13" 11
10 2 1 2 1 1 0 "Bbm b5 maj7 b9 11" 13
10 2 1 2 1 1 1 "Bbm b5 maj7 b9 11 b13" 14
10 2 1 2 1 1 2 "Bbm b5 maj7 b9 11 13" 16
10 2 1 2 2 0 0 "Bbm b5 maj7 9" 7
10 2 1 2 2 0 1 "Bbm b5 maj7 9 b13" 10
